,AutoEncoder (AE),CBLOF,COPOD,DeepAnT,DenoisingAutoEncoder (DAE),HBOS,Hybrid KNN,LOF,PCC,RobustPCA,Random Black Forest (RR),Torsk
OBSEA/2020-01-04.out,0.7771882129696528,0.3524395340722432,0.6332512927068639,0.3184575803261107,0.7813492934182276,0.5410566453071644,0.2308376720916852,0.2601724097644432,0.7402040038954023,0.1373047551362009,0.7160177260200858,0.335824874794738
OBSEA/2021-09-10.out,0.0199776081155008,0.3551549808765709,0.0618114760399114,0.0551609209379343,0.0195298696306166,0.1235728628049585,0.0282572278283711,0.1174177323568747,0.3171588242397638,0.0697657661534122,0.0211849333010547,0.348559785032916
OBSEA/2020-10-31.out,0.4167100421589143,0.3026612727768916,0.2546780839155669,0.332009780212297,0.4404539627278337,0.3005623159043588,0.6188298344155694,0.3026612727768916,0.3212090138831363,0.1327350675734097,0.2186516440003408,0.376758570924577
OBSEA/2020-12-18.out,0.8190991849807182,0.8044895013467103,0.8235882029421225,0.7228295635091181,0.831513193259386,0.8347953624789138,0.6655594135128956,0.8044895013467103,0.7919954128718767,0.5842948045506202,0.80369794883272,0.8905134807050057
OBSEA/2021-12-05.out,0.9813120370370372,0.9829577546296296,0.9171664351851851,0.9149548062287788,0.980026273148148,0.5620415509259259,0.7448509259259259,0.9968364583333332,0.9509546296296296,0.6004844907407407,0.894718918918919,0.8546061923583663
OBSEA/2020-12-16.out,0.7211832632501658,0.7319907608638545,0.7528413181163458,0.6181491524112377,0.7582283534367422,0.7162943413084806,0.7241634222299136,0.7319907608638545,0.773230177018324,0.6203800780465231,0.7626389250165261,0.8502813051483069
OBSEA/2021-09-14.out,0.0146429188416543,0.0289338942341197,0.034235423554858,0.0464859005360888,0.0174362218316589,0.0314287355541718,0.038734019829515,0.0209827945500928,0.0378706715729978,0.035105612649871,0.0163514005303138,0.0064558629776021
OBSEA/2021-11-10.out,0.9403481584433634,0.9868948343757238,0.9169680333564976,0.9160534270650263,0.9400205003474637,0.5384841324994208,0.7450477183229094,0.9969091962010656,0.9907903636784804,0.5543192031503359,0.8138873862798132,0.822264108649789
OBSEA/2020-10-20.out,0.7428581976481753,0.6447168910219101,0.4774595403701084,0.2217155181820326,0.6978900415397044,0.6107427432245678,0.6138016006088147,0.6447168910219101,0.4548843454750622,0.2444149480806179,0.3547192848673545,0.2243210028405498
OBSEA/2020-06-23.out,0.3392068055335725,0.6647799362741041,0.6377914938232183,0.61858495102301,0.3344895965988094,0.6295829733966137,0.5465560463172974,0.1534949597606456,0.5917933666303182,0.5012440722385201,0.3366126696876182,0.123517701463456
OBSEA/2020-11-26.out,0.9689625897378908,0.9671879101491718,0.9700996656510128,0.986800915506094,0.942802669543593,0.978477356921266,0.9014741538051771,0.9671879101491718,0.954967742095901,0.8772966805439625,0.9755757343905788,0.9612032653153796
OBSEA/2021-12-13.out,0.9945999536983448,0.9703447158235906,0.9177824979743024,0.9273322014051522,0.952808658409538,0.5914787591156385,0.7443477254311842,0.9968972103252692,0.989523671721264,0.7301508276420882,0.7445463816193635,0.8070379496639875
OBSEA/2020-07-07.out,0.2384836352719873,0.3043000756122932,0.3290278057645672,0.3044838618584707,0.2277759215268646,0.293642228365194,0.3671747722903293,0.3043000756122932,0.3386533660489632,0.2974927681978593,0.1693667290586865,0.1710103830844878
OBSEA/2020-10-09.out,0.0419666685079363,0.3399954929490353,0.0517914164517092,0.0270471575990965,0.0895228013354016,0.4207795405626188,0.0209841712081665,0.3399954929490353,0.0829734029025316,0.0219655175568305,0.050272252101816,0.1684737106435547
OBSEA/2020-10-14.out,0.0625835010847393,0.647724354951715,0.1437177054473143,0.2454975477593745,0.0500106412554274,0.5528143105650647,0.9057008425606036,0.647724354951715,0.1776764728514651,0.0265844430661036,0.1535488190661111,0.0166102457064068
OBSEA/2020-08-30.out,0.8826806743091153,0.8421021853095122,0.4694573398185988,0.5285668278194546,0.9002260432452645,0.7559559513541837,0.4921652363906388,0.486378444461519,0.4191792152996282,0.3603425507222437,0.6446280148035421,0.5079991408076951
OBSEA/2020-04-06.out,0.9282381944444444,0.9688538194444444,0.9190561342592592,0.922449127736799,0.923249074074074,0.5542016203703704,0.7448456018518518,0.9969444444444444,0.9989695601851852,0.7043429398148148,0.8120852579852581,0.7813040843214756
OBSEA/2020-07-16.out,0.1934977437434797,0.3606693474114643,0.39153649150799,0.4285966716557615,0.2364151416256109,0.3349024057979012,0.6335258029592206,0.3606693474114643,0.3873657131567689,0.3024374163843492,0.250886962075906,0.3392161410352372
OBSEA/2021-10-30.out,0.0531714774693943,0.1123993162639605,0.0517206065514116,0.0355878940226234,0.0458695751375839,0.126512434668524,0.0635119818816056,0.0633037416400378,0.0414216563882283,0.0659074695834433,0.0642447237537589,0.3603829030570634
OBSEA/2020-02-26.out,0.9477089120370372,0.9838797453703704,0.9171741898148148,0.9191931858096242,0.9384733796296296,0.5445747685185186,0.7448724537037037,0.999,0.9921717592592592,0.5341781250000001,0.8233592137592138,0.8428889328063242
OBSEA/2020-04-15.out,0.0603162114834226,0.2523596854012498,0.0699294961201657,0.0762012276004036,0.0617513289687298,0.2938268182252801,0.0676799015096134,0.164143814171245,0.072446954492388,0.1263471206873783,0.197885086910062,0.373398064849227
OBSEA/2020-10-02.out,0.3042961441912867,0.7288270909674793,0.4012744493311971,0.2741208758747301,0.1743228199794563,0.6043437766012214,0.5979035075930654,0.7288270909674793,0.4598725112707649,0.1103955627195966,0.4077082045998342,0.4423832209920212
OBSEA/2021-10-29.out,0.9463116364241718,0.9878456800399532,0.91733427667721,0.932530297901151,0.9846242716830363,0.5837955718328617,0.7449843515898119,0.9968202097552856,0.9035768270351257,0.5096212751789578,0.5700904303613582,0.7484597538833971
OBSEA/2021-08-19.out,0.0218968672937744,0.0306801588181226,0.0160903777787143,0.0117976017475525,0.0155843943562199,0.074978920617556,0.0227238355375628,0.0405248587278567,0.013267460957609,0.0174809371605491,0.0162856940311231,0.0443411816690602
OBSEA/2021-01-07.out,0.4867792789653627,0.7388125996365129,0.5761652689553547,0.5331530015400714,0.5757768261801319,0.7502247635936108,0.7121520274564637,0.4825174073285573,0.5381534012400145,0.291235225094929,0.3866927884494919,0.6980371834649749
OBSEA/2020-07-21.out,0.018277432017334,0.0510593599134578,0.0145845438334341,0.0066470111305707,0.0679376437939334,0.0106121681082616,0.0097840562561297,0.0510593599134578,0.0402053401516289,0.0107489585819012,0.0221834658273045,0.4020545140018747
OBSEA/2020-12-25.out,0.5316598763185802,0.5354628400560786,0.4675924818935889,0.3893604245375481,0.515785391424622,0.4687495537600959,0.4786717358525379,0.5354628400560786,0.4829531601374013,0.5180190636234544,0.5300864632783551,0.8344514240988723
OBSEA/2020-06-27.out,0.127784196911319,0.5132770267460001,0.2028597312985815,0.1833025306242722,0.1349262172330924,0.3434664318726679,0.1118677944973935,0.240428338275527,0.3008674035539114,0.1523950668644069,0.1817471050011872,0.5403239638666444
OBSEA/2021-07-23.out,0.9709893432178848,0.9794973937217654,0.916952623653423,0.931294703538786,0.9412240240935944,0.5211754894011352,0.7455847330012741,0.9968640101934436,0.9809146299084908,0.6827653191242905,0.8608760604942824,0.7754379533166293
OBSEA/2020-03-13.out,0.929745601851852,0.980658912037037,0.9178391203703704,0.9320524528743708,0.918914699074074,0.5738277777777778,0.7449959490740742,0.999,0.9920847222222222,0.7077188657407407,0.7808369778869778,0.7690270092226614
OBSEA/2020-05-12.out,0.1586857670931305,0.7404429109581855,0.2094466196119394,0.1149115879359454,0.1497675357248451,0.6853231685498055,0.1973848815654199,0.7404429109581855,0.1820624313301116,0.069700963916138,0.1658695191596318,0.3279577309256947
OBSEA/2021-11-20.out,0.8537751157407407,0.981479976851852,0.9170554398148149,0.9406921906099988,0.9441658564814814,0.5869265046296296,0.7443402777777778,0.996829398148148,0.9916587962962964,0.6666707175925926,0.769494226044226,0.8462525691699606
OBSEA/2021-01-14.out,0.3221389132620406,0.4472535560312584,0.4079832356399237,0.3578723421930793,0.5479141557517546,0.4215923697305157,0.671503475185953,0.3820856148177025,0.428466930658036,0.4224758040626567,0.5399615955731762,0.7567069730202758
OBSEA/2020-05-09.out,0.5178676105831029,0.7335837947979394,0.3608500788144026,0.4088538000002032,0.4272543644275146,0.658743052885617,0.4756750863526192,0.7335837947979394,0.3298988970520399,0.4553165731773418,0.376749848756873,0.7100530412016881
OBSEA/2020-05-18.out,0.96995,0.9836349537037036,0.9169663194444444,0.9198837372672988,0.9160584490740742,0.5361239583333334,0.743953125,0.999,0.982232523148148,0.653265162037037,0.7621840294840295,0.797065744400527
OBSEA/2020-04-03.out,0.973591087962963,0.9764337962962965,0.9191077546296296,0.9202355696054326,0.9673046296296296,0.5672068287037036,0.7448195601851852,0.999,0.9984030092592592,0.5674422453703702,0.9202600737100736,0.8298247694334651
OBSEA/2020-04-21.out,0.915000925925926,0.9854832175925926,0.9175962962962962,0.9251458845568434,0.950791087962963,0.5948241898148148,0.7447481481481482,0.9969138888888888,0.996904050925926,0.5457568287037037,0.8662936117936119,0.8047032938076417
OBSEA/2020-06-08.out,0.0399542743814299,0.3184880579400398,0.0492447663623306,0.0534177214137941,0.0440327298038617,0.3141262705935396,0.5330622347949081,0.3184880579400398,0.047357186361155,0.0401892869710865,0.1297697754237558,0.2469655590376557
OBSEA/2020-11-15.out,0.6606577475240526,0.7172550645901404,0.75812358633677,0.6814341368633818,0.6116132456018376,0.7653044281316184,0.443063010667989,0.7172550645901404,0.7066958525992902,0.7229505876975098,0.6705217836217854,0.7612557516762867
OBSEA/2021-01-18.out,0.5630385003518285,0.6794899713824829,0.5529657732835156,0.4474670285279591,0.6355486604593968,0.6376995963552239,0.4839950309010474,0.5834585999920536,0.5413686825386813,0.6477933391026455,0.7014562293740995,0.8005175715807537
OBSEA/2020-11-25.out,0.9537491643155832,0.8500288728692075,0.869205047125641,0.7352065043088192,0.9545666611725858,0.8018276452326909,0.6611505935288482,0.8500288728692075,0.7526117166075739,0.4654535531119587,0.9564287836749952,0.8793173111916182
OBSEA/2020-11-05.out,0.1050392768005585,0.141281036902239,0.1331407298468196,0.0892885313749746,0.1135077725335343,0.1185964720455828,0.0867010705261609,0.141281036902239,0.1176677475500646,0.1083632654378227,0.1573465966067915,0.4391290866363716
OBSEA/2020-12-08.out,0.5635507050195828,0.6588963998594737,0.6583334827409341,0.5349340179347409,0.5659282293405715,0.6989508185873923,0.4485637691014473,0.6588963998594737,0.6880652330436525,0.3851602782737335,0.537175504560724,0.7885140792964378
OBSEA/2020-12-21.out,0.7320513814748316,0.7122143634946874,0.7676740356583571,0.5953449544659274,0.7421921414957497,0.7438285689694885,0.5067244711033007,0.7122143634946874,0.7417890052134835,0.4961849127152095,0.5690476528313959,0.7355065283384514
OBSEA/2021-02-13.out,0.9853189055842118,0.985068176721238,0.9174435972191074,0.9140697247706422,0.9336364655752412,0.554720789414667,0.7451771697690065,0.996821933168872,0.9828804664723032,0.766482619421395,0.7660543066430916,0.7679542387797007
OBSEA/2020-03-12.out,0.8744140046296296,0.9838444444444444,0.9178319444444444,0.9269891113452756,0.9360677083333332,0.5678376157407408,0.7450962962962963,0.999,0.9957258101851852,0.6372571759259259,0.78292457002457,0.7949418972332016
OBSEA/2021-12-01.out,0.9537768901238856,0.9882205626953804,0.9175983559106172,0.929864839540876,0.9691382424452936,0.5611493574157693,0.7450710894986685,0.9968970707421558,0.9943131874493458,0.6583965497279148,0.8705025193560281,0.829952155001977
OBSEA/2020-09-05.out,0.8518869530977563,0.804533630000337,0.8042128783788653,0.5614050906178115,0.8313960531276297,0.8826433581506621,0.456652877353328,0.804533630000337,0.7355311790490557,0.7681179059140031,0.707649531463197,0.6309925361146098
OBSEA/2021-12-30.out,0.072915625,0.0118359953703703,0.0813429398148148,0.0731685985247629,0.106380324074074,0.3763591435185185,0.2553761574074074,0.0030978009259259,0.003090162037037,0.4008174768518518,0.2120783783783783,0.2402104084321475
OBSEA/2020-06-03.out,0.8933971064814815,0.9791456018518516,0.9167243055555556,0.9294246575342464,0.9092559027777778,0.5685163194444445,0.7447130787037036,0.999,0.9711872685185186,0.6203292824074074,0.8505841523341523,0.8032164690382082
OBSEA/2021-01-05.out,0.6343702929313061,0.6641829346735513,0.6810203667106687,0.5338187267614101,0.6300650079382906,0.7187096329304334,0.5167433833333547,0.5139453798757917,0.6961353632224336,0.482566415737468,0.5936399897502713,0.6877749107935812
OBSEA/2020-01-17.out,0.0671935185185185,0.0131156249999999,0.0823083333333333,0.0793174101393279,0.0389725694444444,0.4114550925925925,0.2549706018518519,0.0010001157407407,0.001499537037037,0.4423780092592593,0.1102939803439803,0.1008557312252964
OBSEA/2020-06-17.out,0.2929756965417364,0.3653538509051704,0.328760411027538,0.3422870910831706,0.285429244511501,0.346947712429869,0.6906919779546846,0.3849922067126574,0.3326452258754054,0.3144083286006267,0.3217088263055392,0.4212982861949297
OBSEA/2020-02-18.out,0.8732263888888889,0.9744120370370368,0.9175353009259258,0.9190180306755648,0.7649263888888889,0.5628543981481482,0.7449697916666667,0.9989811342592592,0.9980877314814814,0.5882710648148148,0.822782800982801,0.8707823451910408
OBSEA/2020-04-08.out,0.9679449074074076,0.975304050925926,0.9174695601851852,0.9221467041330056,0.9805971064814816,0.5701797453703704,0.7443173611111111,0.9969005787037036,0.990657523148148,0.5380494212962964,0.9124318181818184,0.8188068511198946
OBSEA/2021-08-05.out,0.9486019675925926,0.9718026620370368,0.9189609953703703,0.926228427584592,0.9328859953703704,0.6119976851851853,0.744990162037037,0.9969180555555556,0.9943578703703704,0.4622586805555555,0.891412285012285,0.7935239789196312
OBSEA/2021-11-15.out,0.1239341802123002,0.1670455378097327,0.1014982508972744,0.0829652991280349,0.1236090080129406,0.2713406605638038,0.0842331783456469,0.0810801122368792,0.0637361930399458,0.1300211792956559,0.073995238616113,0.1156735345267344
OBSEA/2020-06-07.out,0.1596859155934998,0.6067368434887833,0.1485147828318074,0.0262261101856043,0.0631910030397017,0.5654995256796504,0.5248420796890184,0.6067368434887833,0.1655207826217396,0.1617907002340794,0.4508449308753176,0.3647119797879687
OBSEA/2020-01-05.out,0.0471345456469611,0.0413829524727543,0.0186817244418306,0.0243234623843982,0.0544895892091235,0.0328162793929426,0.5160856340664483,0.0470804661424994,0.0413431162851649,0.0239642091362772,0.0633051243880852,0.8930347792878667
OBSEA/2020-12-28.out,0.359320089423822,0.2861917289174331,0.7063541682916648,0.1957243566222887,0.4045961473582428,0.372684935229001,0.2274336057569163,0.2861917289174331,0.7686698648435555,0.1910842221207203,0.3851410414729845,0.3903095358745689
OBSEA/2020-05-19.out,0.9512758101851853,0.9869400462962964,0.9169653935185186,0.9200330172110994,0.9770758101851852,0.5616996527777778,0.7454679398148149,0.999,0.9553333333333331,0.5752077546296297,0.7789936117936119,0.857208695652174
OBSEA/2020-10-04.out,0.188993587882928,0.8133117671833767,0.259335627063521,0.1319688752559821,0.1002501094328429,0.7571907858445036,0.5845494711474093,0.8133117671833767,0.3225133318286812,0.1037168251298753,0.1120298807647146,0.3624074862152188
OBSEA/2021-08-18.out,0.9800891203703704,0.9904216435185184,0.9174096064814816,0.9210618194590796,0.9368412037037036,0.5446903935185184,0.7445043981481482,0.9969096064814814,0.991982175925926,0.689072337962963,0.8908604422604423,0.7852241106719369
OBSEA/2021-12-24.out,0.2238214582501271,0.5354220954156291,0.6660018134471721,0.4184457445329385,0.2352979084111075,0.988424228321672,0.2803229047410722,0.3281516742737784,0.986373364839453,0.163191155724573,0.2105193056771056,0.2669603493282472
OBSEA/2021-10-04.out,0.5679505053193217,0.4499240378416643,0.6271909675750964,0.6205860384387885,0.5964100088096771,0.5088121991634853,0.7349987287058225,0.5096662387184457,0.6115536758703157,0.6166226154601662,0.5536224072541232,0.4239106175365853
OBSEA/2020-11-22.out,0.1847194059046553,0.2271637561837609,0.195990851017473,0.0956639786794084,0.1587087889540104,0.1991200465684083,0.0927568076454481,0.2271637561837609,0.1698418943841145,0.1263989783216711,0.1446475380079417,0.6223228957567836
OBSEA/2021-11-06.out,0.9523688657407408,0.9897013888888888,0.9170931712962964,0.9321778480271632,0.9740278935185186,0.6013436342592593,0.7447494212962963,0.9967563657407408,0.9585827546296296,0.4242851851851851,0.9070912776412776,0.831697233201581
OBSEA/2020-07-25.out,7.429420505200594e-05,8.098477486232588e-05,0.0004549590536851,0.0006016847172081,7.587253414264036e-05,0.0016556291390728,8.818342151675486e-05,8.098477486232588e-05,0.0005117707267144,0.0006605019815059,0.0001215657670799,0.5015527950310559
OBSEA/2020-09-20.out,0.3141619079613869,0.4183245081221429,0.1824235366971442,0.2436536269600867,0.2590269514312245,0.2833062612891667,0.6435920233710148,0.4183245081221429,0.2081368931652283,0.2111918126350168,0.3089144792184983,0.4748856537179733
OBSEA/2020-08-03.out,0.1690347714937682,0.3091613853936301,0.1366823949940006,0.2853091259667685,0.2124029648938961,0.295020412934893,0.0824809575363418,0.1058711780033629,0.2573066268858168,0.1925754549817438,0.2187737605114519,0.337071178961271
OBSEA/2021-03-19.out,0.0055602253929173,0.0255641789677223,0.0344209543917877,0.0424681982247086,0.0055632577631949,0.0131007057005012,0.0053210150859548,0.0300955669835562,0.0247886950943123,0.0373348832451099,0.0058757703109337,0.730751943090502
OBSEA/2020-08-01.out,0.046002344371687,0.1346960971199497,0.0336053891226794,0.0218405319257816,0.0843313583705086,0.0760377146189168,0.4668177932482971,0.0927923139385986,0.1132936514107371,0.0274237483176239,0.039641247215523,0.4680173095744763
OBSEA/2021-11-19.out,0.9284646329198792,0.9857455581629232,0.917289306067717,0.9258437020623828,0.9757883003687564,0.6193075762655045,0.7451216895742541,0.9968850150854844,0.9115402279584311,0.5666568890378814,0.8292400292718624,0.7920958096013019
OBSEA/2021-01-28.out,0.4744059389176354,0.7672579573012873,0.6030876240579021,0.7146639289035904,0.6459191457590585,0.7851462712273786,0.7791755888650964,0.574847609784315,0.6348911060720215,0.3443479190767307,0.7323276761656845,0.7205199242080633
OBSEA/2020-12-22.out,0.6566019138363411,0.6581045133293698,0.6531416483235135,0.6438064284815301,0.7013661277135324,0.6267440689757761,0.6310856770440398,0.6581045133293698,0.6216850722466243,0.503716386986401,0.6950284571371141,0.8487333143119999
OBSEA/2021-08-12.out,0.0709861625136041,0.1043158987627222,0.0374105363837577,0.0411623875512079,0.0514892791881107,0.0637701435045269,0.0373079526130317,0.0592049649552428,0.0400243025650831,0.0463686186617879,0.0617984123994038,0.1065194030229287
OBSEA/2020-01-21.out,0.0116331018518518,0.0212597222222222,0.0820460648148148,0.0684882332279592,0.0902833333333333,0.3327998842592592,0.2552086805555555,0.001002662037037,0.0677337962962963,0.4314822916666667,0.2292536855036855,0.1741762845849802
OBSEA/2021-12-09.out,0.0207381993778629,0.0456892166006532,0.0176603103901111,0.0091951298355117,0.0209949316706618,0.0677425745342976,0.0108836704743047,0.0411430313679282,0.0483437525366694,0.0184567786870478,0.0290625858578419,0.7759491570073762
OBSEA/2021-09-20.out,0.9887998412698412,0.9905860317460318,0.9178538095238096,0.921132075471698,0.9634487301587302,0.6271853968253968,0.7445642857142857,0.9969284126984128,0.6680030158730158,0.6180169841269842,0.7713336206896552,0.6994257142857143
OBSEA/2021-12-08.out,0.020169489860931,0.0397167964888024,0.011455959190462,0.0106311049585446,0.0202953029673211,0.0314001149586627,0.019864942997417,0.0341607940943557,0.0078223944871299,0.0093054356557308,0.0406382638390606,0.0080720493023247
OBSEA/2020-02-25.out,0.926574074074074,0.9779567129629628,0.9175375,0.9195223041798384,0.9246690972222222,0.5575201388888888,0.7445429398148149,0.999,0.998627199074074,0.6723942129629629,0.8530743243243244,0.7654328063241106
OBSEA/2020-12-07.out,0.0367528935185185,0.0412581018518518,0.0831701388888888,0.0715624634117784,0.0309935185185185,0.2577851851851852,0.2551572916666667,0.0010657407407407,0.0014288194444444,0.3653803240740741,0.1050566339066339,0.1784209486166008
OBSEA/2021-10-25.out,0.9608033550792172,0.9887458838148492,0.9174464119291704,0.924863782051282,0.9728741845293568,0.6297626592109352,0.7442913948431189,0.9968617583100342,0.9792264678471574,0.5896259707983846,0.9405667524825304,0.7298566159520516
OBSEA/2020-09-03.out,0.9324079762997348,0.8372902238238715,0.6366618974555357,0.3714693992065276,0.5647901409096827,0.8359138372453547,0.549744613103994,0.3532140543812779,0.5139379602496166,0.1541236580198086,0.2041411095675655,0.354320564158134
OBSEA/2020-01-16.out,0.0837726851851851,0.0108201388888888,0.0812712962962962,0.0809101978691019,0.059071412037037,0.4300606481481481,0.2552394675925926,0.001,0.0031616898148148,0.29461875,0.1421495085995086,0.3217833992094862
OBSEA/2020-12-13.out,0.6869332340769418,0.7102314382540611,0.7624751007599316,0.6110746057155415,0.5927441399856228,0.7141226178768414,0.5175552012009418,0.7102314382540611,0.6883923464980349,0.5478703003162602,0.6491346120124686,0.8514720677271718
OBSEA/2020-10-01.out,0.319503694660155,0.4776758469794753,0.2238264118416226,0.1654103000625713,0.3106129931598059,0.2684093786548646,0.6059273422562141,0.4776758469794753,0.2225208524973052,0.1224473679668381,0.1446300308986401,0.3904084115129277
OBSEA/2021-01-20.out,0.541942407801947,0.8178704021656019,0.783590327592078,0.6405359095642896,0.7221818654958161,0.8688914982007755,0.7952184336707512,0.6934518467976478,0.7484738138345508,0.4770419483864875,0.6971511207960821,0.847993068737481
OBSEA/2020-06-26.out,0.1503436117012769,0.657303917018899,0.3146881099711251,0.1931945913837951,0.4448967583626236,0.6184184907736343,0.1025360538584646,0.2308579101597324,0.3051664645523846,0.1851846916235603,0.2119249513230015,0.3824623866500394
OBSEA/2020-02-24.out,0.9388120370370372,0.9790274305555556,0.917555324074074,0.916144596651446,0.938833449074074,0.573694212962963,0.7452646990740741,0.999,0.9967547453703705,0.4901770833333333,0.8088746928746928,0.7872988142292491
OBSEA/2020-10-23.out,0.7342988048591015,0.7040247722805086,0.673509379613456,0.2844733766953436,0.7577931625644406,0.707354648923777,0.7211734861093965,0.7040247722805086,0.6681949905921845,0.3129897225875117,0.6333052157963075,0.4956790879775552
OBSEA/2021-09-24.out,0.948412962962963,0.984176273148148,0.917389699074074,0.9174134176325958,0.9543244212962964,0.5998762731481482,0.7447159722222223,0.9968913194444444,0.9136270833333332,0.5894721064814814,0.6696070024570024,0.8117438735177864
